idvisit,idaction_name,document,documenttime,search_cat,search,searchtime
225338,22706,DoDD 5101.01 CH 1.pdf,2021-05-04T19:02:15.000Z,GAMECHANGER_gamechanger_combined,DoDD 5101,2021-05-04T19:01:53.000Z
225338,22706,DoDD 5101.01 CH 1.pdf,2021-05-04T19:02:14.000Z,GAMECHANGER_gamechanger_combined,DoDD 5101,2021-05-04T19:01:53.000Z
225357,22716,BUPERSINST 12300.2A.pdf,2021-05-04T19:08:53.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225357,22716,BUPERSINST 12300.2A.pdf,2021-05-04T19:08:53.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225357,22716,BUPERSINST 12300.2A.pdf,2021-05-04T19:08:52.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225357,22716,AR 25-2.pdf,2021-05-04T19:08:26.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225357,22716,AR 25-2.pdf,2021-05-04T19:08:26.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225357,22716,AR 25-2.pdf,2021-05-04T19:08:25.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225357,22716,AR 25-2.pdf,2021-05-04T19:07:42.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225357,22716,AR 25-2.pdf,2021-05-04T19:07:41.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225357,22716,BUPERSINST 12300.2A.pdf,2021-05-04T19:07:01.000Z,GAMECHANGER_gamechanger_combined,&quot;telework&quot; AND &quot;equipment&quot;,2021-05-04T19:06:46.000Z
225521,22739,AFI 36-2110.pdf,2021-05-04T20:32:56.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFI 36-2110.pdf,2021-05-04T20:32:56.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFI 36-2110.pdf,2021-05-04T20:32:55.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFMAN 36-2102.pdf,2021-05-04T20:31:49.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFMAN 36-2102.pdf,2021-05-04T20:31:48.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFMAN 36-2032.pdf,2021-05-04T20:30:09.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFMAN 36-2032.pdf,2021-05-04T20:30:08.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFI 13-103.pdf,2021-05-04T20:28:55.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFI 13-103.pdf,2021-05-04T20:28:55.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFI 13-103.pdf,2021-05-04T20:28:54.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,CFETP 1W0X1.pdf,2021-05-04T20:25:42.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,CFETP 1W0X1.pdf,2021-05-04T20:25:42.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,CFETP 1W0X1.pdf,2021-05-04T20:25:41.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,CFETP 3F0X1.pdf,2021-05-04T20:25:26.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,CFETP 3F0X1.pdf,2021-05-04T20:25:26.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,CFETP 3F0X1.pdf,2021-05-04T20:25:26.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:22:48.000Z
225521,22739,AFI 36-2654.pdf,2021-05-04T20:13:51.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 36-2654.pdf,2021-05-04T20:13:51.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 36-2654.pdf,2021-05-04T20:13:50.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 36-2650.pdf,2021-05-04T20:13:22.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 36-2650.pdf,2021-05-04T20:13:22.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 36-2650.pdf,2021-05-04T20:13:21.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFMAN 13-106.pdf,2021-05-04T20:12:06.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFMAN 13-106.pdf,2021-05-04T20:12:06.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFMAN 13-106.pdf,2021-05-04T20:12:05.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 48-133.pdf,2021-05-04T20:09:37.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 36-2110.pdf,2021-05-04T20:06:15.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 36-2110.pdf,2021-05-04T20:06:15.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22739,AFI 36-2110.pdf,2021-05-04T20:06:14.000Z,GAMECHANGER_gamechanger_combined,&quot;Personnel Processing Codes&quot;,2021-05-04T20:04:06.000Z
225521,22727,AFI 90-1001.pdf,2021-05-04T19:57:46.000Z,GAMECHANGER_gamechanger_combined,Personnel Processing Codes,2021-05-04T19:48:56.000Z
225521,22727,AFI 90-1001.pdf,2021-05-04T19:57:45.000Z,GAMECHANGER_gamechanger_combined,Personnel Processing Codes,2021-05-04T19:48:56.000Z
225521,22727,AFI 90-1001.pdf,2021-05-04T19:57:45.000Z,GAMECHANGER_gamechanger_combined,Personnel Processing Codes,2021-05-04T19:48:56.000Z
225521,22727,CFETP 3F0X1.pdf,2021-05-04T19:51:10.000Z,GAMECHANGER_gamechanger_combined,Personnel Processing Codes,2021-05-04T19:48:56.000Z
225521,22727,CFETP 3F0X1.pdf,2021-05-04T19:51:10.000Z,GAMECHANGER_gamechanger_combined,Personnel Processing Codes,2021-05-04T19:48:56.000Z
225521,22727,CFETP 3F0X1.pdf,2021-05-04T19:51:09.000Z,GAMECHANGER_gamechanger_combined,Personnel Processing Codes,2021-05-04T19:48:56.000Z
225528,22691,AFI 36-901.pdf,2021-05-04T19:47:26.000Z,GAMECHANGER_gamechanger_combined,afi 36-901,2021-05-04T19:47:20.000Z
225528,22691,AFI 36-901.pdf,2021-05-04T19:47:25.000Z,GAMECHANGER_gamechanger_combined,afi 36-901,2021-05-04T19:47:20.000Z
225557,22749,Catalog of Caring - 2015 Combined Federal Campaign.pdf,2021-05-04T20:19:58.000Z,GAMECHANGER_gamechanger_combined,&quot;health+care+provider&quot;,2021-05-04T20:15:47.000Z
225557,22749,Catalog of Caring - 2015 Combined Federal Campaign.pdf,2021-05-04T20:19:57.000Z,GAMECHANGER_gamechanger_combined,&quot;health+care+provider&quot;,2021-05-04T20:15:47.000Z
225557,22749,AR 40-7.pdf,2021-05-04T20:17:54.000Z,GAMECHANGER_gamechanger_combined,&quot;health+care+provider&quot;,2021-05-04T20:15:47.000Z
225557,22749,AR 40-7.pdf,2021-05-04T20:17:54.000Z,GAMECHANGER_gamechanger_combined,&quot;health+care+provider&quot;,2021-05-04T20:15:47.000Z
225557,22749,AR 40-7.pdf,2021-05-04T20:17:53.000Z,GAMECHANGER_gamechanger_combined,&quot;health+care+provider&quot;,2021-05-04T20:15:47.000Z
225557,22749,DoDI 1400.25 Volume 1406 CH 1.pdf,2021-05-04T20:16:49.000Z,GAMECHANGER_gamechanger_combined,&quot;health+care+provider&quot;,2021-05-04T20:15:47.000Z
225557,22749,DoDI 1400.25 Volume 1406 CH 1.pdf,2021-05-04T20:16:48.000Z,GAMECHANGER_gamechanger_combined,&quot;health+care+provider&quot;,2021-05-04T20:15:47.000Z
225557,22737,DHA-PM 6015.01,2021-05-04T20:11:01.000Z,GAMECHANGER_gamechanger_combined,&quot;Health care provider&quot;,2021-05-04T20:02:30.000Z
225557,22737,DHA-PM 6015.01,2021-05-04T20:11:00.000Z,GAMECHANGER_gamechanger_combined,&quot;Health care provider&quot;,2021-05-04T20:02:30.000Z
225572,5396,2017 - BENS - Corporate Reorganization Keys for Success.pdf,2021-05-04T20:07:54.000Z,GAMECHANGER_gamechanger_combined,&quot;data governance&quot;,2021-05-04T20:06:28.000Z
225572,5396,2017 - BENS - Corporate Reorganization Keys for Success.pdf,2021-05-04T20:07:53.000Z,GAMECHANGER_gamechanger_combined,&quot;data governance&quot;,2021-05-04T20:06:28.000Z
225572,5396,DoD Data Strategy.PDF,2021-05-04T20:06:58.000Z,GAMECHANGER_gamechanger_combined,&quot;data governance&quot;,2021-05-04T20:06:28.000Z
225572,5396,DoD Data Strategy.PDF,2021-05-04T20:06:57.000Z,GAMECHANGER_gamechanger_combined,&quot;data governance&quot;,2021-05-04T20:06:28.000Z
225601,22771,AFMAN 11-255V3.pdf,2021-05-04T20:37:46.000Z,GAMECHANGER_gamechanger_combined,&quot;consolidated aircraft maintenance system&quot;,2021-05-04T20:37:26.000Z
225601,22771,AFMAN 11-255V3.pdf,2021-05-04T20:37:45.000Z,GAMECHANGER_gamechanger_combined,&quot;consolidated aircraft maintenance system&quot;,2021-05-04T20:37:26.000Z
225601,22771,AFMAN 11-255V3.pdf,2021-05-04T20:37:45.000Z,GAMECHANGER_gamechanger_combined,&quot;consolidated aircraft maintenance system&quot;,2021-05-04T20:37:26.000Z
225601,17542,AFMAN 11-255V3.pdf,2021-05-04T20:35:18.000Z,GAMECHANGER_gamechanger_combined,go81,2021-05-04T20:34:08.000Z
225601,17542,AFMAN 11-255V3.pdf,2021-05-04T20:35:18.000Z,GAMECHANGER_gamechanger_combined,go81,2021-05-04T20:34:08.000Z
225601,17542,AFMAN 11-255V3.pdf,2021-05-04T20:35:18.000Z,GAMECHANGER_gamechanger_combined,go81,2021-05-04T20:34:08.000Z
225601,17542,CFETP 2A6X5.pdf,2021-05-04T20:17:47.000Z,GAMECHANGER_gamechanger_combined,go81,2021-05-04T20:17:19.000Z
225601,17542,CFETP 2A6X5.pdf,2021-05-04T20:17:46.000Z,GAMECHANGER_gamechanger_combined,go81,2021-05-04T20:17:19.000Z
225699,22775,BUPERSINST 5239.5.pdf,2021-05-04T20:52:16.000Z,GAMECHANGER_gamechanger_combined,BUPERSINST 5239.5,2021-05-04T20:52:09.000Z
225699,22775,BUPERSINST 5239.5.pdf,2021-05-04T20:52:16.000Z,GAMECHANGER_gamechanger_combined,BUPERSINST 5239.5,2021-05-04T20:52:09.000Z
225699,22775,BUPERSINST 5239.5.pdf,2021-05-04T20:52:16.000Z,GAMECHANGER_gamechanger_combined,BUPERSINST 5239.5,2021-05-04T20:52:09.000Z
225824,3047,DoDFMR V1CH10.pdf,2021-05-04T22:08:18.000Z,GAMECHANGER_gamechanger_combined,advana,2021-05-04T22:07:57.000Z
225824,3047,DoDFMR V1CH10.pdf,2021-05-04T22:08:18.000Z,GAMECHANGER_gamechanger_combined,advana,2021-05-04T22:07:57.000Z
225824,3047,DoDFMR V1CH10.pdf,2021-05-04T22:08:18.000Z,GAMECHANGER_gamechanger_combined,advana,2021-05-04T22:07:57.000Z
225824,1151,FHP (Supp 9) - DoD Guidance for Deployment and Redeployment of Individuals and Units During the COVID19 Pandemic.pdf,2021-05-04T22:05:41.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-04T22:05:01.000Z
225824,1151,FHP (Supp 9) - DoD Guidance for Deployment and Redeployment of Individuals and Units During the COVID19 Pandemic.pdf,2021-05-04T22:05:40.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-04T22:05:01.000Z
225824,1151,FHP (Supp 9) - DoD Guidance for Deployment and Redeployment of Individuals and Units During the COVID19 Pandemic.pdf,2021-05-04T22:05:39.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-04T22:05:01.000Z
225824,1151,FHP (Supp 9) - DoD Guidance for Deployment and Redeployment of Individuals and Units During the COVID19 Pandemic.pdf,2021-05-04T22:05:14.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-04T22:05:01.000Z
225824,1151,FHP (Supp 9) - DoD Guidance for Deployment and Redeployment of Individuals and Units During the COVID19 Pandemic.pdf,2021-05-04T22:05:14.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-04T22:05:01.000Z
225824,1151,FHP (Supp 9) - DoD Guidance for Deployment and Redeployment of Individuals and Units During the COVID19 Pandemic.pdf,2021-05-04T22:05:13.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-04T22:05:01.000Z
225852,22782,Framework for Risk Categorization for Use During Independent Technical Risk Assessments.pdf,2021-05-04T22:24:40.000Z,GAMECHANGER_gamechanger_combined,risk matrix,2021-05-04T22:24:29.000Z
225852,22782,Framework for Risk Categorization for Use During Independent Technical Risk Assessments.pdf,2021-05-04T22:24:40.000Z,GAMECHANGER_gamechanger_combined,risk matrix,2021-05-04T22:24:29.000Z
225852,22782,Framework for Risk Categorization for Use During Independent Technical Risk Assessments.pdf,2021-05-04T22:24:39.000Z,GAMECHANGER_gamechanger_combined,risk matrix,2021-05-04T22:24:29.000Z
226489,22791,DoDI 8530.01 CH 1.pdf,2021-05-05T12:25:38.000Z,GAMECHANGER_gamechanger_combined,&quot;risk tolerence&quot;,2021-05-05T12:12:46.000Z
226489,22791,DoDI 8530.01 CH 1.pdf,2021-05-05T12:25:38.000Z,GAMECHANGER_gamechanger_combined,&quot;risk tolerence&quot;,2021-05-05T12:12:46.000Z
226489,22791,DoDI 8530.01 CH 1.pdf,2021-05-05T12:25:37.000Z,GAMECHANGER_gamechanger_combined,&quot;risk tolerence&quot;,2021-05-05T12:12:46.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:52:33.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:52:13.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:52:32.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:52:13.000Z
226503,16467,DoDI 5000.64 CH 3.pdf,2021-05-05T12:50:20.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,DoDI 5000.64 CH 3.pdf,2021-05-05T12:50:20.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,DoDI 5000.64 CH 3.pdf,2021-05-05T12:50:19.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,PAM 710-2-1.pdf,2021-05-05T12:47:47.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,PAM 710-2-1.pdf,2021-05-05T12:47:47.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,PAM 710-2-1.pdf,2021-05-05T12:47:46.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,AR 600-8-101.pdf,2021-05-05T12:42:26.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,AR 600-8-101.pdf,2021-05-05T12:42:25.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,DoDM 4160.21 Volume 1 CH 3.pdf,2021-05-05T12:37:18.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,DoDM 4160.21 Volume 1 CH 3.pdf,2021-05-05T12:37:18.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,DoDM 4160.21 Volume 1 CH 3.pdf,2021-05-05T12:37:17.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,DoDFMR V12CH7.pdf,2021-05-05T12:22:18.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,DoDFMR V12CH7.pdf,2021-05-05T12:22:17.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:22:02.000Z
226503,16467,STP 10-92Y34-SM-TG.pdf,2021-05-05T12:21:59.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:21:13.000Z
226503,16467,STP 10-92Y34-SM-TG.pdf,2021-05-05T12:21:59.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:21:13.000Z
226503,16467,STP 10-92Y34-SM-TG.pdf,2021-05-05T12:21:58.000Z,GAMECHANGER_gamechanger_combined,DD FORM 200,2021-05-05T12:21:13.000Z
226503,16628,AR 350-38.pdf,2021-05-05T12:18:49.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,AR 350-38.pdf,2021-05-05T12:18:49.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,AR 350-38.pdf,2021-05-05T12:18:48.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:18:30.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:18:30.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:18:28.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,STP 14-36B15-SM-TG.pdf,2021-05-05T12:18:18.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,STP 14-36B15-SM-TG.pdf,2021-05-05T12:18:18.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,STP 14-36B15-SM-TG.pdf,2021-05-05T12:18:17.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:18:08.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:18:07.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:16:58.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:16:58.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226503,16628,"FMR 16, 1 1 2020 OCR.pdf",2021-05-05T12:16:57.000Z,GAMECHANGER_gamechanger_combined,FLIPL,2021-05-05T12:16:35.000Z
226664,18149,DoDI 1015.11 CH 1.pdf,2021-05-05T13:26:57.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:20:12.000Z
226664,18149,DoDI 1015.11 CH 1.pdf,2021-05-05T13:26:56.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:20:12.000Z
226664,18149,DoDI 1015.12.pdf,2021-05-05T13:20:49.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:20:12.000Z
226664,18149,DoDI 1015.12.pdf,2021-05-05T13:20:48.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:20:12.000Z
226664,18149,DoDI 1015.10 CH 1.pdf,2021-05-05T13:20:29.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:20:12.000Z
226664,18149,DoDI 1015.10 CH 1.pdf,2021-05-05T13:20:29.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:20:12.000Z
226664,18149,DoDI 1015.10 CH 1.pdf,2021-05-05T13:20:28.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:20:12.000Z
226664,18149,AFI 34-205.pdf,2021-05-05T13:18:01.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFI 34-205.pdf,2021-05-05T13:18:01.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFI 34-205.pdf,2021-05-05T13:18:00.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFI 65-107.pdf,2021-05-05T13:16:17.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFI 65-107.pdf,2021-05-05T13:16:16.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFMAN 34-201.pdf,2021-05-05T13:15:04.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFMAN 34-201.pdf,2021-05-05T13:15:03.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFMAN 64-118.pdf,2021-05-05T13:13:37.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFMAN 64-118.pdf,2021-05-05T13:13:37.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFMAN 64-118.pdf,2021-05-05T13:13:37.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFMAN 34-135.pdf,2021-05-05T13:11:50.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFMAN 34-135.pdf,2021-05-05T13:11:50.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFI 65-106.pdf,2021-05-05T13:07:40.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFI 65-106.pdf,2021-05-05T13:07:39.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFH 23-123V2PT4.pdf,2021-05-05T13:05:15.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFH 23-123V2PT4.pdf,2021-05-05T13:05:15.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFI 34-101.pdf,2021-05-05T13:02:19.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226664,18149,AFI 34-101.pdf,2021-05-05T13:02:18.000Z,GAMECHANGER_gamechanger_combined,MWR,2021-05-05T13:01:58.000Z
226674,22829,DoDFMR V4CH2.pdf,2021-05-05T13:43:43.000Z,GAMECHANGER_gamechanger_combined,&quot;transaction-level detail&quot;,2021-05-05T13:41:56.000Z
226674,22829,DoDFMR V4CH2.pdf,2021-05-05T13:43:43.000Z,GAMECHANGER_gamechanger_combined,&quot;transaction-level detail&quot;,2021-05-05T13:41:56.000Z
226674,22805,DoDFMR V5CH9.pdf,2021-05-05T13:19:38.000Z,GAMECHANGER_gamechanger_combined,transaction-level,2021-05-05T13:04:36.000Z
226674,22805,DoDFMR V5CH9.pdf,2021-05-05T13:19:38.000Z,GAMECHANGER_gamechanger_combined,transaction-level,2021-05-05T13:04:36.000Z
226674,22805,DoDFMR V5CH9.pdf,2021-05-05T13:19:38.000Z,GAMECHANGER_gamechanger_combined,transaction-level,2021-05-05T13:04:36.000Z
226674,22805,DoDD 8190.01E CH 3.pdf,2021-05-05T13:06:41.000Z,GAMECHANGER_gamechanger_combined,transaction-level,2021-05-05T13:04:36.000Z
226674,22805,DoDD 8190.01E CH 3.pdf,2021-05-05T13:06:41.000Z,GAMECHANGER_gamechanger_combined,transaction-level,2021-05-05T13:04:36.000Z
226674,22805,DoDD 8190.01E CH 3.pdf,2021-05-05T13:06:41.000Z,GAMECHANGER_gamechanger_combined,transaction-level,2021-05-05T13:04:36.000Z
226825,5288,BUMEDINST 6010.29A.pdf,2021-05-05T13:39:46.000Z,GAMECHANGER_gamechanger_combined,&quot;health care provider&quot;,2021-05-05T13:37:51.000Z
226825,5288,BUMEDINST 6010.29A.pdf,2021-05-05T13:39:46.000Z,GAMECHANGER_gamechanger_combined,&quot;health care provider&quot;,2021-05-05T13:37:51.000Z
226825,5288,BUMEDINST 6010.29A.pdf,2021-05-05T13:39:45.000Z,GAMECHANGER_gamechanger_combined,&quot;health care provider&quot;,2021-05-05T13:37:51.000Z
226825,5288,OPNAVINST 3120.32D W CH-1.pdf,2021-05-05T13:39:14.000Z,GAMECHANGER_gamechanger_combined,&quot;health care provider&quot;,2021-05-05T13:37:51.000Z
226825,5288,MCO 1610.7A.pdf,2021-05-05T13:39:03.000Z,GAMECHANGER_gamechanger_combined,&quot;health care provider&quot;,2021-05-05T13:37:51.000Z
226825,5288,MCO 1610.7A.pdf,2021-05-05T13:39:03.000Z,GAMECHANGER_gamechanger_combined,&quot;health care provider&quot;,2021-05-05T13:37:51.000Z
226825,5288,MCO 1610.7A.pdf,2021-05-05T13:39:02.000Z,GAMECHANGER_gamechanger_combined,&quot;health care provider&quot;,2021-05-05T13:37:51.000Z
226825,5288,OPNAVINST 3120.32D W CH-1.pdf,2021-05-05T13:38:41.000Z,GAMECHANGER_gamechanger_combined,&quot;health care provider&quot;,2021-05-05T13:37:51.000Z
