idvisit,idaction_name,document,documenttime,search_cat,search,searchtime
237189,23733,MCO 4410.16A.pdf,2021-05-12T15:35:17.000Z,GAMECHANGER_gamechanger_combined,quality control,2021-05-12T15:35:11.000Z
237250,23732,AFTTP 3-42.6.pdf,2021-05-12T15:35:55.000Z,GAMECHANGER_gamechanger_combined,193rd,2021-05-12T15:34:50.000Z
237250,23732,AFTTP 3-42.6.pdf,2021-05-12T15:35:54.000Z,GAMECHANGER_gamechanger_combined,193rd,2021-05-12T15:34:50.000Z
237250,23730,AFTTP 3-42.69.pdf,2021-05-12T15:32:54.000Z,GAMECHANGER_gamechanger_combined,193rd SOW,2021-05-12T15:32:34.000Z
237250,23730,AFTTP 3-42.69.pdf,2021-05-12T15:32:54.000Z,GAMECHANGER_gamechanger_combined,193rd SOW,2021-05-12T15:32:34.000Z
237250,23730,AFTTP 3-42.69.pdf,2021-05-12T15:32:53.000Z,GAMECHANGER_gamechanger_combined,193rd SOW,2021-05-12T15:32:34.000Z
237271,23746,Establishment of Cross-Functional Team to Assess and Mitigate Security Threats Posed by UAS.pdf,2021-05-12T15:39:09.000Z,GAMECHANGER_gamechanger_combined,cft,2021-05-12T15:38:37.000Z
237271,23746,Establishment of Cross-Functional Team to Assess and Mitigate Security Threats Posed by UAS.pdf,2021-05-12T15:39:09.000Z,GAMECHANGER_gamechanger_combined,cft,2021-05-12T15:38:37.000Z
237271,23746,Establishment of Cross-Functional Team to Assess and Mitigate Security Threats Posed by UAS.pdf,2021-05-12T15:39:08.000Z,GAMECHANGER_gamechanger_combined,cft,2021-05-12T15:38:37.000Z
237271,3797,Algorithmic Warfare Cross Functional Team (DTM-18-002) (FOUO).pdf,2021-05-12T15:38:26.000Z,GAMECHANGER_gamechanger_combined,awcft,2021-05-12T15:37:28.000Z
237271,3797,Algorithmic Warfare Cross Functional Team (DTM-18-002) (FOUO).pdf,2021-05-12T15:38:26.000Z,GAMECHANGER_gamechanger_combined,awcft,2021-05-12T15:37:28.000Z
237271,3797,Algorithmic Warfare Cross Functional Team (DTM-18-002) (FOUO).pdf,2021-05-12T15:38:25.000Z,GAMECHANGER_gamechanger_combined,awcft,2021-05-12T15:37:28.000Z
237271,3797,Algorithmic Warfare Cross Functional Team (DTM-18-002) (FOUO).pdf,2021-05-12T15:38:00.000Z,GAMECHANGER_gamechanger_combined,awcft,2021-05-12T15:37:28.000Z
237271,3797,Algorithmic Warfare Cross Functional Team (DTM-18-002) (FOUO).pdf,2021-05-12T15:37:59.000Z,GAMECHANGER_gamechanger_combined,awcft,2021-05-12T15:37:28.000Z
237271,3797,Algorithmic Warfare Cross Functional Team (DTM-18-002) (FOUO).pdf,2021-05-12T15:37:34.000Z,GAMECHANGER_gamechanger_combined,awcft,2021-05-12T15:37:28.000Z
237271,3797,Algorithmic Warfare Cross Functional Team (DTM-18-002) (FOUO).pdf,2021-05-12T15:37:34.000Z,GAMECHANGER_gamechanger_combined,awcft,2021-05-12T15:37:28.000Z
237271,23741,"DEP SEC DEF Memo, UFOUO Classification of Full Motion Video Support in Project Maven, 7 13 2017 OCR.pdf",2021-05-12T15:37:11.000Z,GAMECHANGER_gamechanger_combined,Maven,2021-05-12T15:36:44.000Z
237271,23741,"DEP SEC DEF Memo, UFOUO Classification of Full Motion Video Support in Project Maven, 7 13 2017 OCR.pdf",2021-05-12T15:37:10.000Z,GAMECHANGER_gamechanger_combined,Maven,2021-05-12T15:36:44.000Z
237271,23741,"DEP SEC DEF Memo, UFOUO Classification of Full Motion Video Support in Project Maven, 7 13 2017 OCR.pdf",2021-05-12T15:36:51.000Z,GAMECHANGER_gamechanger_combined,Maven,2021-05-12T15:36:44.000Z
237271,23741,"DEP SEC DEF Memo, UFOUO Classification of Full Motion Video Support in Project Maven, 7 13 2017 OCR.pdf",2021-05-12T15:36:51.000Z,GAMECHANGER_gamechanger_combined,Maven,2021-05-12T15:36:44.000Z
237271,23741,"DEP SEC DEF Memo, UFOUO Classification of Full Motion Video Support in Project Maven, 7 13 2017 OCR.pdf",2021-05-12T15:36:51.000Z,GAMECHANGER_gamechanger_combined,Maven,2021-05-12T15:36:44.000Z
237294,10778,DoDI 3115.12 CH 2.pdf,2021-05-12T16:20:56.000Z,GAMECHANGER_gamechanger_combined,Open Source Intelligence (OSINT),2021-05-12T16:15:00.000Z
237294,10778,DoDI 3115.12 CH 2.pdf,2021-05-12T16:20:55.000Z,GAMECHANGER_gamechanger_combined,Open Source Intelligence (OSINT),2021-05-12T16:15:00.000Z
237294,10778,DoDI 3115.12 CH 2.pdf,2021-05-12T16:12:57.000Z,GAMECHANGER_gamechanger_combined,Open Source Intelligence (OSINT),2021-05-12T15:45:33.000Z
237294,10778,DoDI 3115.12 CH 2.pdf,2021-05-12T16:12:57.000Z,GAMECHANGER_gamechanger_combined,Open Source Intelligence (OSINT),2021-05-12T15:45:33.000Z
237294,10778,DoDI 3115.12 CH 2.pdf,2021-05-12T16:12:56.000Z,GAMECHANGER_gamechanger_combined,Open Source Intelligence (OSINT),2021-05-12T15:45:33.000Z
237333,5432,MCO 7010.20.pdf,2021-05-12T16:04:47.000Z,GAMECHANGER_gamechanger_combined,contract financing payment,2021-05-12T16:01:18.000Z
237333,5432,MCO 7010.20.pdf,2021-05-12T16:04:47.000Z,GAMECHANGER_gamechanger_combined,contract financing payment,2021-05-12T16:01:18.000Z
237333,5432,MCO 7010.20.pdf,2021-05-12T16:04:46.000Z,GAMECHANGER_gamechanger_combined,contract financing payment,2021-05-12T16:01:18.000Z
237352,23808,DAFI 91-204.pdf,2021-05-12T16:35:44.000Z,GAMECHANGER_gamechanger_combined,controlled unclassified information privileged safety information,2021-05-12T16:34:07.000Z
237352,23808,DAFI 91-204.pdf,2021-05-12T16:35:44.000Z,GAMECHANGER_gamechanger_combined,controlled unclassified information privileged safety information,2021-05-12T16:34:07.000Z
237352,23808,DAFI 91-204.pdf,2021-05-12T16:35:43.000Z,GAMECHANGER_gamechanger_combined,controlled unclassified information privileged safety information,2021-05-12T16:34:07.000Z
237352,23808,DAFI 91-204.pdf,2021-05-12T16:34:33.000Z,GAMECHANGER_gamechanger_combined,controlled unclassified information privileged safety information,2021-05-12T16:34:07.000Z
237352,23808,DAFI 91-204.pdf,2021-05-12T16:34:33.000Z,GAMECHANGER_gamechanger_combined,controlled unclassified information privileged safety information,2021-05-12T16:34:07.000Z
237352,23808,DAFI 91-204.pdf,2021-05-12T16:34:33.000Z,GAMECHANGER_gamechanger_combined,controlled unclassified information privileged safety information,2021-05-12T16:34:07.000Z
237352,23808,20201009_COVID-19 and the Threat of Community Spread_Dir WHS signed.pdf,2021-05-12T16:33:27.000Z,GAMECHANGER_gamechanger_combined,controlled unclassified information privileged safety information,2021-05-12T16:33:18.000Z
237352,23808,20201009_COVID-19 and the Threat of Community Spread_Dir WHS signed.pdf,2021-05-12T16:33:26.000Z,GAMECHANGER_gamechanger_combined,controlled unclassified information privileged safety information,2021-05-12T16:33:18.000Z
237352,23757,DoDI 8910.01 CH 1.pdf,2021-05-12T16:23:58.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,DoDI 8910.01 CH 1.pdf,2021-05-12T16:23:58.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,DoDI 8910.01 CH 1.pdf,2021-05-12T16:23:58.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,Delayed Implementation of Controlled Unclassified Information Reform Program.pdf,2021-05-12T16:20:07.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,Delayed Implementation of Controlled Unclassified Information Reform Program.pdf,2021-05-12T16:20:07.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,Delayed Implementation of Controlled Unclassified Information Reform Program.pdf,2021-05-12T16:20:06.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,DoDI 8530.01 CH 1.pdf,2021-05-12T16:16:41.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,DoDI 8530.01 CH 1.pdf,2021-05-12T16:16:40.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,AFVA 91-218.pdf,2021-05-12T16:14:20.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,AFVA 91-218.pdf,2021-05-12T16:14:20.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,AFVA 91-218.pdf,2021-05-12T16:14:19.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,DoDI 6055.07 CH 1.pdf,2021-05-12T16:11:52.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237352,23757,DoDI 6055.07 CH 1.pdf,2021-05-12T16:11:51.000Z,GAMECHANGER_gamechanger_combined,privilege  safety information,2021-05-12T16:11:35.000Z
237353,11146,OPNAVINST 4770.5H.pdf,2021-05-12T16:11:58.000Z,GAMECHANGER_gamechanger_combined,recycling program,2021-05-12T16:10:46.000Z
237353,11146,OPNAVINST 4770.5H.pdf,2021-05-12T16:11:57.000Z,GAMECHANGER_gamechanger_combined,recycling program,2021-05-12T16:10:46.000Z
237360,23760,AFPAM 23-221.pdf,2021-05-12T16:28:17.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,AFPAM 23-221.pdf,2021-05-12T16:28:15.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,DoDM 4140.25 Volume 5 CH 2.pdf,2021-05-12T16:27:20.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,DoDM 4140.25 Volume 5 CH 2.pdf,2021-05-12T16:27:20.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,DoDM 4140.25 Volume 5 CH 2.pdf,2021-05-12T16:27:18.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,DoDM 4140.25 Volume 3 CH 2.pdf,2021-05-12T16:26:44.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,DoDM 4140.25 Volume 3 CH 2.pdf,2021-05-12T16:26:42.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,Change Notification 1 - OSD Guidance for FY 2018 IT Budget Submissions - Attachment.pdf,2021-05-12T16:25:16.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,Change Notification 1 - OSD Guidance for FY 2018 IT Budget Submissions - Attachment.pdf,2021-05-12T16:25:16.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237360,23760,Change Notification 1 - OSD Guidance for FY 2018 IT Budget Submissions - Attachment.pdf,2021-05-12T16:25:15.000Z,GAMECHANGER_gamechanger_combined,&quot;air card&quot;,2021-05-12T16:13:13.000Z
237378,3047,DoDD 5240.01 CH 3.pdf,2021-05-12T16:35:33.000Z,GAMECHANGER_gamechanger_combined,advana,2021-05-12T16:12:42.000Z
237378,3047,DoDD 5240.01 CH 3.pdf,2021-05-12T16:35:33.000Z,GAMECHANGER_gamechanger_combined,advana,2021-05-12T16:12:42.000Z
237378,3047,DoDD 5240.01 CH 3.pdf,2021-05-12T16:35:33.000Z,GAMECHANGER_gamechanger_combined,advana,2021-05-12T16:12:42.000Z
237417,3972,"Total Force Manpower Governance for the Office of the Secretary of Defense, the Defense Agencies, and Field Activities.pdf",2021-05-12T16:33:45.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,"Total Force Manpower Governance for the Office of the Secretary of Defense, the Defense Agencies, and Field Activities.pdf",2021-05-12T16:33:45.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,"Total Force Manpower Governance for the Office of the Secretary of Defense, the Defense Agencies, and Field Activities.pdf",2021-05-12T16:33:44.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,Presidents Budget for FY2020 Fourth Estate Manpower Moves.pdf,2021-05-12T16:33:11.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,Presidents Budget for FY2020 Fourth Estate Manpower Moves.pdf,2021-05-12T16:33:11.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,Presidents Budget for FY2020 Fourth Estate Manpower Moves.pdf,2021-05-12T16:33:10.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,"DEP SEC DEF Memo, Total Force Manpower Governance for OSD, Defense Agencies, and DoD Field Activities, 6 6 2017 OCR.pdf",2021-05-12T16:33:03.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,"DEP SEC DEF Memo, Total Force Manpower Governance for OSD, Defense Agencies, and DoD Field Activities, 6 6 2017 OCR.pdf",2021-05-12T16:33:03.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,"DEP SEC DEF Memo, Total Force Manpower Governance for OSD, Defense Agencies, and DoD Field Activities, 6 6 2017 OCR.pdf",2021-05-12T16:33:02.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,"DEP SEC DEF Memo, Total Force Manpower Governance for OSD, Defense Agencies, and DoD Field Activities, 6 6 2017 OCR.pdf",2021-05-12T16:30:56.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,"DEP SEC DEF Memo, Total Force Manpower Governance for OSD, Defense Agencies, and DoD Field Activities, 6 6 2017 OCR.pdf",2021-05-12T16:30:56.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,"DEP SEC DEF Memo, Total Force Manpower Governance for OSD, Defense Agencies, and DoD Field Activities, 6 6 2017 OCR.pdf",2021-05-12T16:30:55.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,OPNAVINST 1000.16L With CH-2.pdf,2021-05-12T16:30:18.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237417,3972,OPNAVINST 1000.16L With CH-2.pdf,2021-05-12T16:30:17.000Z,GAMECHANGER_gamechanger_combined,manpower,2021-05-12T16:29:52.000Z
237428,23803,"FMR 4, 1 1 2020 OCR.pdf",2021-05-12T16:36:41.000Z,GAMECHANGER_gamechanger_combined,&quot;agile software development&quot;,2021-05-12T16:32:00.000Z
237428,23803,"FMR 4, 1 1 2020 OCR.pdf",2021-05-12T16:36:41.000Z,GAMECHANGER_gamechanger_combined,&quot;agile software development&quot;,2021-05-12T16:32:00.000Z
237428,23803,"FMR 4, 1 1 2020 OCR.pdf",2021-05-12T16:36:40.000Z,GAMECHANGER_gamechanger_combined,&quot;agile software development&quot;,2021-05-12T16:32:00.000Z
237428,23803,"FMR 4, 1 1 2020 OCR.pdf",2021-05-12T16:32:21.000Z,GAMECHANGER_gamechanger_combined,&quot;agile software development&quot;,2021-05-12T16:32:00.000Z
237428,23803,"FMR 4, 1 1 2020 OCR.pdf",2021-05-12T16:32:20.000Z,GAMECHANGER_gamechanger_combined,&quot;agile software development&quot;,2021-05-12T16:32:00.000Z
237428,6460,DoDD 5105.87 CH 1.pdf,2021-05-12T16:27:00.000Z,GAMECHANGER_gamechanger_combined,devsecops,2021-05-12T16:26:36.000Z
237428,6460,DoDD 5105.87 CH 1.pdf,2021-05-12T16:27:00.000Z,GAMECHANGER_gamechanger_combined,devsecops,2021-05-12T16:26:36.000Z
237428,23791,PAM 700-127.pdf,2021-05-12T16:25:04.000Z,GAMECHANGER_gamechanger_combined,&quot;logistics product data&quot;,2021-05-12T16:24:50.000Z
237428,23791,PAM 700-127.pdf,2021-05-12T16:25:03.000Z,GAMECHANGER_gamechanger_combined,&quot;logistics product data&quot;,2021-05-12T16:24:50.000Z
237508,23824,DoDI 3300.07 CH 2.pdf,2021-05-12T16:55:31.000Z,GAMECHANGER_gamechanger_combined,&quot;human domain&quot;,2021-05-12T16:54:58.000Z
237508,23824,DoDI 3300.07 CH 2.pdf,2021-05-12T16:55:30.000Z,GAMECHANGER_gamechanger_combined,&quot;human domain&quot;,2021-05-12T16:54:58.000Z
237512,15792,DoDI 5205.11 CH 2.pdf,2021-05-12T16:57:18.000Z,GAMECHANGER_gamechanger_combined,&quot;non disclosure agreement&quot;,2021-05-12T16:56:03.000Z
237512,15792,DoDI 5205.11 CH 2.pdf,2021-05-12T16:57:18.000Z,GAMECHANGER_gamechanger_combined,&quot;non disclosure agreement&quot;,2021-05-12T16:56:03.000Z
237512,15792,DoDI 5205.11 CH 2.pdf,2021-05-12T16:57:17.000Z,GAMECHANGER_gamechanger_combined,&quot;non disclosure agreement&quot;,2021-05-12T16:56:03.000Z
237847,7830,Designation of USSOCOM as the Lead Component Tasked with Executive Agent Responsibilities for NATO Special Operations HQ.pdf,2021-05-12T18:48:25.000Z,GAMECHANGER_gamechanger_combined,socom,2021-05-12T18:47:01.000Z
237847,7830,Designation of USSOCOM as the Lead Component Tasked with Executive Agent Responsibilities for NATO Special Operations HQ.pdf,2021-05-12T18:48:25.000Z,GAMECHANGER_gamechanger_combined,socom,2021-05-12T18:47:01.000Z
237847,7830,Delegation of Authority for Other Transactions for Prototype Projects (SOCOM).pdf,2021-05-12T18:47:18.000Z,GAMECHANGER_gamechanger_combined,socom,2021-05-12T18:47:01.000Z
237847,7830,Delegation of Authority for Other Transactions for Prototype Projects (SOCOM).pdf,2021-05-12T18:47:17.000Z,GAMECHANGER_gamechanger_combined,socom,2021-05-12T18:47:01.000Z
237859,23862,DAFMAN 65-605V1.pdf,2021-05-12T18:55:06.000Z,GAMECHANGER_gamechanger_combined,AFMAN 65-605,2021-05-12T18:53:41.000Z
237859,23862,DAFMAN 65-605V1.pdf,2021-05-12T18:55:06.000Z,GAMECHANGER_gamechanger_combined,AFMAN 65-605,2021-05-12T18:53:41.000Z
237859,23862,DAFMAN 65-605V1.pdf,2021-05-12T18:55:05.000Z,GAMECHANGER_gamechanger_combined,AFMAN 65-605,2021-05-12T18:53:41.000Z
237919,23864,Establishment of the Joint All-Domain Command and Control Cross-Functional Team.pdf,2021-05-12T19:01:03.000Z,GAMECHANGER_gamechanger_combined,Establishment of the Joint All-Domain Command and Control Cross-Functional Team,2021-05-12T19:00:38.000Z
237919,23864,Establishment of the Joint All-Domain Command and Control Cross-Functional Team.pdf,2021-05-12T19:01:03.000Z,GAMECHANGER_gamechanger_combined,Establishment of the Joint All-Domain Command and Control Cross-Functional Team,2021-05-12T19:00:38.000Z
237925,3335,JROCM 075-19 16 July 2019 Signed.OCR.pdf,2021-05-12T19:03:32.000Z,GAMECHANGER_gamechanger_combined,JADC2,2021-05-12T19:03:01.000Z
237925,3335,JROCM 075-19 16 July 2019 Signed.OCR.pdf,2021-05-12T19:03:31.000Z,GAMECHANGER_gamechanger_combined,JADC2,2021-05-12T19:03:01.000Z
237949,23873,Acting Assistant to the Secretary of Defense for Public Affairs (Cook).pdf,2021-05-12T19:24:08.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Acting Assistant to the Secretary of Defense for Public Affairs (Cook).pdf,2021-05-12T19:24:07.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Delegation of Authority for DoD Executive Agent Responsibility for the Armed Services Blood Program Office.pdf,2021-05-12T19:22:29.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Delegation of Authority for DoD Executive Agent Responsibility for the Armed Services Blood Program Office.pdf,2021-05-12T19:22:28.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Delegation of Authority for DoD Executive Agent Responsibility for the Armed Services Blood Program Office.pdf,2021-05-12T19:22:28.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Letters for Secretary and Deputy Secretary of Defense.pdf,2021-05-12T19:21:14.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Letters for Secretary and Deputy Secretary of Defense.pdf,2021-05-12T19:21:14.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Letters for Secretary and Deputy Secretary of Defense.pdf,2021-05-12T19:21:13.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,"Reorg of the Directorate for Management, Policy, and Analysis, Office of the Deputy Chief Management Officer.pdf",2021-05-12T19:20:29.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,"Reorg of the Directorate for Management, Policy, and Analysis, Office of the Deputy Chief Management Officer.pdf",2021-05-12T19:20:29.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,"Reorg of the Directorate for Management, Policy, and Analysis, Office of the Deputy Chief Management Officer.pdf",2021-05-12T19:20:28.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,2014 - OSD - Reorganization of OSD to Carry Out Reductions in the Number of DUSDs.pdf,2021-05-12T19:18:07.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,2014 - OSD - Reorganization of OSD to Carry Out Reductions in the Number of DUSDs.pdf,2021-05-12T19:18:06.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Deputy Secretary of Defense Signature Block (Shanahan).pdf,2021-05-12T19:16:58.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Deputy Secretary of Defense Signature Block (Shanahan).pdf,2021-05-12T19:16:58.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Deputy Secretary of Defense Signature Block (Shanahan).pdf,2021-05-12T19:16:58.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Establishment of Directorate for Oversight and Compliance within ODCMO.pdf,2021-05-12T19:14:30.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Establishment of Directorate for Oversight and Compliance within ODCMO.pdf,2021-05-12T19:14:30.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Personnel Announcement (CoS for DSD - Hedger).pdf,2021-05-12T19:13:31.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Personnel Announcement (CoS for DSD - Hedger).pdf,2021-05-12T19:13:30.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Principal Deputy Assistant Secretary of Defense for Logistics and Materiel Readiness (Aug 2016).pdf,2021-05-12T19:11:25.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Principal Deputy Assistant Secretary of Defense for Logistics and Materiel Readiness (Aug 2016).pdf,2021-05-12T19:11:25.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Principal Deputy Assistant Secretary of Defense for Logistics and Materiel Readiness (Aug 2016).pdf,2021-05-12T19:11:24.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Principal Deputy Assistant Secretary of Defense for Acquisition.pdf,2021-05-12T19:10:05.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Principal Deputy Assistant Secretary of Defense for Acquisition.pdf,2021-05-12T19:10:05.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Principal Deputy Assistant Secretary of Defense for Acquisition.pdf,2021-05-12T19:10:04.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Duties of the Principal Deputy Assistant Secretary of Defense for Health Affairs.pdf,2021-05-12T19:07:47.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Duties of the Principal Deputy Assistant Secretary of Defense for Health Affairs.pdf,2021-05-12T19:07:47.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
237949,23873,Duties of the Principal Deputy Assistant Secretary of Defense for Health Affairs.pdf,2021-05-12T19:07:46.000Z,GAMECHANGER_gamechanger_combined,Deputy assistant Secretary of Defense,2021-05-12T19:07:29.000Z
238076,1151,Guidance for COVID-19 Surveillance and Screening with SARS-CoV-2 Testing.pdf,2021-05-12T20:32:42.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-12T20:32:28.000Z
238076,1151,Guidance for COVID-19 Surveillance and Screening with SARS-CoV-2 Testing.pdf,2021-05-12T20:32:41.000Z,GAMECHANGER_gamechanger_combined,covid,2021-05-12T20:32:28.000Z
238076,10778,DoDI 3115.12 CH 2.pdf,2021-05-12T20:23:11.000Z,GAMECHANGER_gamechanger_combined,Open Source Intelligence (OSINT),2021-05-12T20:20:37.000Z
238076,10778,DoDI 3115.12 CH 2.pdf,2021-05-12T20:23:10.000Z,GAMECHANGER_gamechanger_combined,Open Source Intelligence (OSINT),2021-05-12T20:20:37.000Z
238076,10778,DoDI 3115.12 CH 2.pdf,2021-05-12T20:23:10.000Z,GAMECHANGER_gamechanger_combined,Open Source Intelligence (OSINT),2021-05-12T20:20:37.000Z
238080,23940,2016 - RAND - DoD Experiences with Substituting Govt Employees with Military Personnel.pdf,2021-05-12T20:35:46.000Z,GAMECHANGER_gamechanger_combined,Manpower outsourcing,2021-05-12T20:35:04.000Z
238080,23940,2016 - RAND - DoD Experiences with Substituting Govt Employees with Military Personnel.pdf,2021-05-12T20:35:45.000Z,GAMECHANGER_gamechanger_combined,Manpower outsourcing,2021-05-12T20:35:04.000Z
238086,23954,MCO 5000.14D.pdf,2021-05-12T20:36:34.000Z,GAMECHANGER_gamechanger_combined,Family Care Plans,2021-05-12T20:34:48.000Z
238086,23954,MCO 5000.14D.pdf,2021-05-12T20:36:33.000Z,GAMECHANGER_gamechanger_combined,Family Care Plans,2021-05-12T20:34:48.000Z
238086,23954,MCO 5000.14D.pdf,2021-05-12T20:36:13.000Z,GAMECHANGER_gamechanger_combined,Family Care Plans,2021-05-12T20:34:48.000Z
